,date,year,stage,home_team,away_team,home_score,away_score,outcome,winner,decided_by_shootout,is_host_match,neutral,city,country,home_team_rank,away_team_rank
574,2026-06-29,2026,knockout,Germany,Paraguay,1,1,draw,Paraguay,True,False,True,Foxborough,United States,10,41
575,2026-06-29,2026,knockout,Netherlands,Morocco,1,1,draw,Morocco,True,False,True,Guadalupe,Mexico,8,7
576,2026-06-30,2026,knockout,France,Sweden,3,0,home_win,France,False,False,True,East Rutherford,United States,3,38
577,2026-06-30,2026,knockout,Ivory Coast,Norway,1,2,away_win,Norway,False,False,True,Arlington,United States,33,31
578,2026-06-30,2026,knockout,Mexico,Ecuador,2,0,home_win,Mexico,False,True,False,Mexico City,Mexico,14,23
579,2026-07-01,2026,knockout,Belgium,Senegal,3,2,home_win,Belgium,False,False,True,Seattle,United States,9,15
580,2026-07-01,2026,knockout,England,DR Congo,2,1,home_win,England,False,False,True,Atlanta,United States,4,46
581,2026-07-01,2026,knockout,United States,Bosnia and Herzegovina,2,0,home_win,United States,False,True,False,Santa Clara,United States,17,64
582,2026-07-02,2026,knockout,Portugal,Croatia,2,1,home_win,Portugal,False,False,True,Toronto,Canada,5,11
583,2026-07-02,2026,knockout,Spain,Austria,3,0,home_win,Spain,False,False,True,Inglewood,United States,2,24
584,2026-07-02,2026,knockout,Switzerland,Algeria,2,0,home_win,Switzerland,False,False,True,Vancouver,Canada,19,28
585,2026-07-03,2026,knockout,Argentina,Cape Verde,3,2,home_win,Argentina,False,False,True,Miami Gardens,United States,1,67
586,2026-07-03,2026,knockout,Australia,Egypt,1,1,draw,Egypt,True,False,True,Arlington,United States,27,29
587,2026-07-03,2026,knockout,Colombia,Ghana,1,0,home_win,Colombia,False,False,True,Kansas City,United States,13,73
588,2026-07-04,2026,knockout,Canada,Morocco,0,3,away_win,Morocco,False,True,True,Houston,United States,30,7
589,2026-07-04,2026,knockout,Paraguay,France,0,1,away_win,France,False,False,True,Philadelphia,United States,41,3
590,2026-07-05,2026,knockout,Brazil,Norway,1,2,away_win,Norway,False,False,True,East Rutherford,United States,6,31
591,2026-07-05,2026,knockout,Mexico,England,2,3,away_win,England,False,True,False,Mexico City,Mexico,14,4
592,2026-07-06,2026,knockout,Portugal,Spain,0,1,away_win,Spain,False,False,True,Dallas,United States,5,2
593,2026-07-06,2026,knockout,United States,Belgium,1,4,away_win,Belgium,False,True,False,Seattle,United States,17,9
594,2026-07-07,2026,knockout,Argentina,Egypt,3,2,home_win,Argentina,False,False,True,Atlanta,United States,1,29
595,2026-07-07,2026,knockout,Switzerland,Colombia,0,0,draw,Switzerland,True,False,True,Vancouver,Canada,19,13
596,2026-07-09,2026,knockout,France,Morocco,2,0,home_win,France,False,False,True,Foxborough,United States,3,7
597,2026-07-10,2026,knockout,Spain,Belgium,2,1,home_win,Spain,False,False,True,Inglewood,United States,2,9
598,2026-07-11,2026,knockout,Argentina,Switzerland,3,1,home_win,Argentina,False,False,True,Kansas City,United States,1,19
599,2026-07-11,2026,knockout,Norway,England,1,2,away_win,England,False,False,True,Miami Gardens,United States,31,4
600,2026-07-14,2026,knockout,France,Spain,0,2,away_win,Spain,False,False,True,Arlington,United States,3,2
601,2026-07-15,2026,knockout,England,Argentina,1,2,away_win,Argentina,False,False,True,Atlanta,United States,4,1
602,2026-07-18,2026,knockout,France,England,4,6,away_win,England,False,False,True,Miami Gardens,United States,3,4
603,2026-07-19,2026,knockout,Spain,Argentina,1,0,home_win,Spain,False,False,True,East Rutherford,United States,2,1
